index,author,date,post,sentiment
43,Moondog548,Aug 31 2022,split,negative
43,Moondog548,Aug 31 2022,trees.I,negative
43,Moondog548,Aug 31 2022,shook,negative
43,Moondog548,Aug 31 2022,news,negative
43,Moondog548,Aug 31 2022,'s,negative
43,Moondog548,Aug 31 2022,'re,negative
43,Moondog548,Aug 31 2022,erasing,negative
43,Moondog548,Aug 31 2022,man,negative
43,Moondog548,Aug 31 2022,explanations,negative
43,Moondog548,Aug 31 2022,want,negative
43,Moondog548,Aug 31 2022,cautiously,negative
43,Moondog548,Aug 31 2022,optimistic,negative
43,Moondog548,Aug 31 2022,Sounds,negative
43,Moondog548,Aug 31 2022,like,negative
43,Moondog548,Aug 31 2022,still,negative
43,Moondog548,Aug 31 2022,able,negative
43,Moondog548,Aug 31 2022,play,negative
43,Moondog548,Aug 31 2022,minstrel,negative
43,Moondog548,Aug 31 2022,'ve,negative
43,Moondog548,Aug 31 2022,always,negative
43,Moondog548,Aug 31 2022,wanted,negative
43,Moondog548,Aug 31 2022,in-the-fight,negative
43,Moondog548,Aug 31 2022,buffing,negative
43,Moondog548,Aug 31 2022,boosting,negative
43,Moondog548,Aug 31 2022,un-focused,negative
43,Moondog548,Aug 31 2022,healing,negative
43,Moondog548,Aug 31 2022,.But,negative
43,Moondog548,Aug 31 2022,'ll,negative
43,Moondog548,Aug 31 2022,wait,negative
43,Moondog548,Aug 31 2022,see,negative
43,Moondog548,Aug 31 2022,chips,negative
43,Moondog548,Aug 31 2022,fall,negative
43,Moondog548,Aug 31 2022,trait/skill,negative
43,Moondog548,Aug 31 2022,rearrangements.I,negative
43,Moondog548,Aug 31 2022,say,negative
43,Moondog548,Aug 31 2022,MAKE,negative
43,Moondog548,Aug 31 2022,MAD,negative
43,Moondog548,Aug 31 2022,different,negative
43,Moondog548,Aug 31 2022,trait,negative
43,Moondog548,Aug 31 2022,loadouts,negative
43,Moondog548,Aug 31 2022,landscaping,negative
43,Moondog548,Aug 31 2022,vs,negative
43,Moondog548,Aug 31 2022,grouping,negative
43,Moondog548,Aug 31 2022,appreciate,negative
43,Moondog548,Aug 31 2022,value,negative
43,Moondog548,Aug 31 2022,option,negative
43,Moondog548,Aug 31 2022,swap,negative
43,Moondog548,Aug 31 2022,specs,negative
43,Moondog548,Aug 31 2022,performance,negative
43,Moondog548,Aug 31 2022,fear,negative
43,Moondog548,Aug 31 2022,landscaping,negative
43,Moondog548,Aug 31 2022,blue,negative
43,Moondog548,Aug 31 2022,specialty,negative
43,Moondog548,Aug 31 2022,tedious,negative
43,Moondog548,Aug 31 2022,grouping,negative
43,Moondog548,Aug 31 2022,red,negative
43,Moondog548,Aug 31 2022,spec,negative
43,Moondog548,Aug 31 2022,non-viable,negative
43,Moondog548,Aug 31 2022,'s,negative
43,Moondog548,Aug 31 2022,total,negative
43,Moondog548,Aug 31 2022,failure,negative
43,Moondog548,Aug 31 2022,IMO,negative
43,Moondog548,Aug 31 2022,Changing,negative
43,Moondog548,Aug 31 2022,stances,negative
43,Moondog548,Aug 31 2022,'s,negative
43,Moondog548,Aug 31 2022,needed,negative
43,Moondog548,Aug 31 2022,adapt,negative
43,Moondog548,Aug 31 2022,one,negative
43,Moondog548,Aug 31 2022,'s,negative
43,Moondog548,Aug 31 2022,build,negative
43,Moondog548,Aug 31 2022,optimal,negative
43,Moondog548,Aug 31 2022,t1,negative
43,Moondog548,Aug 31 2022,content,negative
44,DoRonRon,Aug 31 2022,OKThat,negative
44,DoRonRon,Aug 31 2022,horrible.As,negative
44,DoRonRon,Aug 31 2022,Red,negative
44,DoRonRon,Aug 31 2022,Soloer,negative
44,DoRonRon,Aug 31 2022,days,negative
44,DoRonRon,Aug 31 2022,activate,negative
44,DoRonRon,Aug 31 2022,three,negative
44,DoRonRon,Aug 31 2022,anthems,negative
44,DoRonRon,Aug 31 2022,nuke,negative
44,DoRonRon,Aug 31 2022,everything,negative
44,DoRonRon,Aug 31 2022,purchase,negative
44,DoRonRon,Aug 31 2022,multiple,negative
44,DoRonRon,Aug 31 2022,anthems,negative
44,DoRonRon,Aug 31 2022,apply,negative
44,DoRonRon,Aug 31 2022,combat,negative
44,DoRonRon,Aug 31 2022,comes,negative
44,DoRonRon,Aug 31 2022,end,negative
44,DoRonRon,Aug 31 2022,lucky,negative
44,DoRonRon,Aug 31 2022,Bring,negative
44,DoRonRon,Aug 31 2022,back,negative
44,DoRonRon,Aug 31 2022,Cry,negative
44,DoRonRon,Aug 31 2022,Chorus,negative
44,DoRonRon,Aug 31 2022,functionality,negative
44,DoRonRon,Aug 31 2022,fix,negative
44,DoRonRon,Aug 31 2022,OOC,negative
44,DoRonRon,Aug 31 2022,9,negative
44,DoRonRon,Aug 31 2022,sec,negative
44,DoRonRon,Aug 31 2022,bug,negative
44,DoRonRon,Aug 31 2022,.Who,negative
44,DoRonRon,Aug 31 2022,advising,negative
44,DoRonRon,Aug 31 2022,minstrel,negative
44,DoRonRon,Aug 31 2022,play,negative
44,DoRonRon,Aug 31 2022,n't,negative
44,DoRonRon,Aug 31 2022,multiple,negative
44,DoRonRon,Aug 31 2022,stacking/changing,negative
44,DoRonRon,Aug 31 2022,buffs,negative
44,DoRonRon,Aug 31 2022,added,negative
44,DoRonRon,Aug 31 2022,performance,negative
44,DoRonRon,Aug 31 2022,issues,negative
44,DoRonRon,Aug 31 2022,option,negative
44,DoRonRon,Aug 31 2022,copy,negative
44,DoRonRon,Aug 31 2022,tracker,negative
44,DoRonRon,Aug 31 2022,...,negative
44,DoRonRon,Aug 31 2022,Cry,negative
44,DoRonRon,Aug 31 2022,Valar,negative
44,DoRonRon,Aug 31 2022,miss-firing,negative
44,DoRonRon,Aug 31 2022,Obelisk,negative
44,DoRonRon,Aug 31 2022,Mission.Turned,negative
44,DoRonRon,Aug 31 2022,class,negative
44,DoRonRon,Aug 31 2022,Warden/RK,negative
44,DoRonRon,Aug 31 2022,type,negative
44,DoRonRon,Aug 31 2022,wild,negative
44,DoRonRon,Aug 31 2022,``,negative
44,DoRonRon,Aug 31 2022,stay,negative
44,DoRonRon,Aug 31 2022,combat,negative
44,DoRonRon,Aug 31 2022,'',negative
44,DoRonRon,Aug 31 2022,maintain/build,negative
44,DoRonRon,Aug 31 2022,powers,negative
44,DoRonRon,Aug 31 2022,considered,negative
44,DoRonRon,Aug 31 2022,one,negative
44,DoRonRon,Aug 31 2022,Except,negative
44,DoRonRon,Aug 31 2022,wait,negative
44,DoRonRon,Aug 31 2022,``,negative
44,DoRonRon,Aug 31 2022,anthems,negative
44,DoRonRon,Aug 31 2022,'',negative
44,DoRonRon,Aug 31 2022,CD,negative
44,DoRonRon,Aug 31 2022,Ruined,negative
44,DoRonRon,Aug 31 2022,cadence/rhythm,negative
45,xadoor,Aug 31 2022,Sorry,negative
45,xadoor,Aug 31 2022,new,negative
45,xadoor,Aug 31 2022,state,negative
45,xadoor,Aug 31 2022,anthems,negative
45,xadoor,Aug 31 2022,pretty,negative
45,xadoor,Aug 31 2022,horrific,negative
45,xadoor,Aug 31 2022,first,negative
45,xadoor,Aug 31 2022,glance,negative
45,xadoor,Aug 31 2022,time,negative
45,xadoor,Aug 31 2022,tell,negative
45,xadoor,Aug 31 2022,Anthems,negative
45,xadoor,Aug 31 2022,new,negative
45,xadoor,Aug 31 2022,LM,negative
45,xadoor,Aug 31 2022,PETs,negative
45,xadoor,Aug 31 2022,'s,negative
45,xadoor,Aug 31 2022,unfun,negative
45,xadoor,Aug 31 2022,role,negative
45,xadoor,Aug 31 2022,'ve,negative
45,xadoor,Aug 31 2022,ever,negative
45,xadoor,Aug 31 2022,seen,negative
45,xadoor,Aug 31 2022,game.Also,negative
45,xadoor,Aug 31 2022,need,negative
45,xadoor,Aug 31 2022,understand,negative
45,xadoor,Aug 31 2022,damage,negative
45,xadoor,Aug 31 2022,buffs,negative
45,xadoor,Aug 31 2022,joke,negative
45,xadoor,Aug 31 2022,compared,negative
45,xadoor,Aug 31 2022,mit,negative
45,xadoor,Aug 31 2022,debuffing,negative
45,xadoor,Aug 31 2022,additive,negative
45,xadoor,Aug 31 2022,already,negative
45,xadoor,Aug 31 2022,bloated,negative
45,xadoor,Aug 31 2022,outgoing,negative
45,xadoor,Aug 31 2022,damage,negative
45,xadoor,Aug 31 2022,basically,negative
45,xadoor,Aug 31 2022,divide,negative
45,xadoor,Aug 31 2022,3,negative
45,xadoor,Aug 31 2022,get,negative
45,xadoor,Aug 31 2022,actually,negative
45,xadoor,Aug 31 2022,damage,negative
45,xadoor,Aug 31 2022,buffs,negative
45,xadoor,Aug 31 2022,mit,negative
45,xadoor,Aug 31 2022,debuffs,negative
45,xadoor,Aug 31 2022,meta,negative
45,xadoor,Aug 31 2022,need,negative
45,xadoor,Aug 31 2022,avail,negative
45,xadoor,Aug 31 2022,support,negative
45,xadoor,Aug 31 2022,classes,negative
45,xadoor,Aug 31 2022,equal,negative
45,xadoor,Aug 31 2022,way,negative
45,xadoor,Aug 31 2022,classes,negative
45,xadoor,Aug 31 2022,gon,negative
45,xadoor,Aug 31 2022,na,negative
45,xadoor,Aug 31 2022,left,negative
45,xadoor,Aug 31 2022,raids,negative
45,xadoor,Aug 31 2022,diff,negative
45,xadoor,Aug 31 2022,mit,negative
45,xadoor,Aug 31 2022,debug,negative
45,xadoor,Aug 31 2022,one,negative
45,xadoor,Aug 31 2022,NIGHT,negative
45,xadoor,Aug 31 2022,DAY,negative
45,xadoor,Aug 31 2022,T3+,negative
45,xadoor,Aug 31 2022,content,negative
45,xadoor,Aug 31 2022,NOTHING,negative
45,xadoor,Aug 31 2022,accounts,negative
45,xadoor,Aug 31 2022,nurf,negative
45,xadoor,Aug 31 2022,light,negative
45,xadoor,Aug 31 2022,debuffing,negative
45,xadoor,Aug 31 2022,even,negative
45,xadoor,Aug 31 2022,closeAre,negative
45,xadoor,Aug 31 2022,n't,negative
45,xadoor,Aug 31 2022,anthems,negative
45,xadoor,Aug 31 2022,basically,negative
45,xadoor,Aug 31 2022,gon,negative
45,xadoor,Aug 31 2022,na,negative
45,xadoor,Aug 31 2022,mimic,negative
45,xadoor,Aug 31 2022,problems,negative
45,xadoor,Aug 31 2022,weapon,negative
45,xadoor,Aug 31 2022,swapping,negative
45,xadoor,Aug 31 2022,caused,negative
45,xadoor,Aug 31 2022,math,negative
45,xadoor,Aug 31 2022,figure,negative
45,xadoor,Aug 31 2022,damage,negative
45,xadoor,Aug 31 2022,gon,negative
45,xadoor,Aug 31 2022,na,negative
45,xadoor,Aug 31 2022,CONSTANTLY,negative
45,xadoor,Aug 31 2022,changing,negative
45,xadoor,Aug 31 2022,every,negative
45,xadoor,Aug 31 2022,toon,negative
45,xadoor,Aug 31 2022,mini,negative
45,xadoor,Aug 31 2022,'s,negative
45,xadoor,Aug 31 2022,new,negative
45,xadoor,Aug 31 2022,lag,negative
45,xadoor,Aug 31 2022,monsters,negative
46,Elaelin,Aug 31 2022,stun,neutral
46,Elaelin,Aug 31 2022,removal,neutral
46,Elaelin,Aug 31 2022,piercing,neutral
46,Elaelin,Aug 31 2022,cry,neutral
46,Elaelin,Aug 31 2022,less,neutral
46,Elaelin,Aug 31 2022,ideal,neutral
46,Elaelin,Aug 31 2022,change,neutral
46,Elaelin,Aug 31 2022,skill,neutral
46,Elaelin,Aug 31 2022,makes,neutral
46,Elaelin,Aug 31 2022,landscape,neutral
46,Elaelin,Aug 31 2022,activities,neutral
46,Elaelin,Aug 31 2022,doable,neutral
46,Elaelin,Aug 31 2022,makes,neutral
46,Elaelin,Aug 31 2022,difference,neutral
46,Elaelin,Aug 31 2022,surviving,neutral
46,Elaelin,Aug 31 2022,landscape,neutral
46,Elaelin,Aug 31 2022,play,neutral
46,Elaelin,Aug 31 2022,dead,neutral
46,Elaelin,Aug 31 2022,skill,neutral
46,Elaelin,Aug 31 2022,good,neutral
46,Elaelin,Aug 31 2022,landscape,neutral
46,Elaelin,Aug 31 2022,sure,neutral
46,Elaelin,Aug 31 2022,taking,neutral
46,Elaelin,Aug 31 2022,away,neutral
46,Elaelin,Aug 31 2022,us,neutral
46,Elaelin,Aug 31 2022,skill,neutral
46,Elaelin,Aug 31 2022,makes,neutral
46,Elaelin,Aug 31 2022,difference,neutral
46,Elaelin,Aug 31 2022,questing,neutral
46,Elaelin,Aug 31 2022,landscape,neutral
46,Elaelin,Aug 31 2022,makes,neutral
46,Elaelin,Aug 31 2022,things,neutral
46,Elaelin,Aug 31 2022,doable,neutral
46,Elaelin,Aug 31 2022,really,neutral
46,Elaelin,Aug 31 2022,n't,neutral
46,Elaelin,Aug 31 2022,hurt,neutral
46,Elaelin,Aug 31 2022,anyone,neutral
46,Elaelin,Aug 31 2022,changes,neutral
46,Elaelin,Aug 31 2022,OK,neutral
46,Elaelin,Aug 31 2022,instances,neutral
46,Elaelin,Aug 31 2022,anticipate,neutral
46,Elaelin,Aug 31 2022,going,neutral
46,Elaelin,Aug 31 2022,back,neutral
46,Elaelin,Aug 31 2022,old,neutral
46,Elaelin,Aug 31 2022,days,neutral
46,Elaelin,Aug 31 2022,leveling,neutral
46,Elaelin,Aug 31 2022,mini,neutral
46,Elaelin,Aug 31 2022,landscape,neutral
46,Elaelin,Aug 31 2022,anything,neutral
46,Elaelin,Aug 31 2022,fun,neutral
46,Elaelin,Aug 31 2022,give,neutral
46,Elaelin,Aug 31 2022,us,neutral
46,Elaelin,Aug 31 2022,back,neutral
46,Elaelin,Aug 31 2022,medium,neutral
46,Elaelin,Aug 31 2022,armor,neutral
46,Elaelin,Aug 31 2022,please,neutral
46,Elaelin,Aug 31 2022,sure,neutral
46,Elaelin,Aug 31 2022,killing,neutral
46,Elaelin,Aug 31 2022,yellow,neutral
46,Elaelin,Aug 31 2022,mini,neutral
46,Elaelin,Aug 31 2022,mini,neutral
46,Elaelin,Aug 31 2022,currently,neutral
46,Elaelin,Aug 31 2022,2,neutral
46,Elaelin,Aug 31 2022,opportunities,neutral
46,Elaelin,Aug 31 2022,group,neutral
46,Elaelin,Aug 31 2022,content,neutral
46,Elaelin,Aug 31 2022,blue,neutral
46,Elaelin,Aug 31 2022,yellow,neutral
46,Elaelin,Aug 31 2022,happen,neutral
46,Elaelin,Aug 31 2022,one,neutral
46,Elaelin,Aug 31 2022,minis,neutral
46,Elaelin,Aug 31 2022,plays,neutral
46,Elaelin,Aug 31 2022,yellow,neutral
46,Elaelin,Aug 31 2022,stays,neutral
46,Elaelin,Aug 31 2022,yellow,neutral
46,Elaelin,Aug 31 2022,line,neutral
46,Elaelin,Aug 31 2022,changes,neutral
46,Elaelin,Aug 31 2022,mini,neutral
46,Elaelin,Aug 31 2022,limited,neutral
46,Elaelin,Aug 31 2022,opportunity,neutral
46,Elaelin,Aug 31 2022,participate,neutral
46,Elaelin,Aug 31 2022,group,neutral
46,Elaelin,Aug 31 2022,content,neutral
46,Elaelin,Aug 31 2022,probably,neutral
46,Elaelin,Aug 31 2022,get,neutral
46,Elaelin,Aug 31 2022,heal,neutral
46,Elaelin,Aug 31 2022,instances,neutral
46,Elaelin,Aug 31 2022,one,neutral
46,Elaelin,Aug 31 2022,ever,neutral
46,Elaelin,Aug 31 2022,wants,neutral
46,Elaelin,Aug 31 2022,red,neutral
46,Elaelin,Aug 31 2022,mini,neutral
46,Elaelin,Aug 31 2022,DPS,neutral
46,Elaelin,Aug 31 2022,Mini,neutral
46,Elaelin,Aug 31 2022,ok,neutral
46,Elaelin,Aug 31 2022,place,neutral
46,Elaelin,Aug 31 2022,recent,neutral
46,Elaelin,Aug 31 2022,changes,neutral
46,Elaelin,Aug 31 2022,mini,neutral
46,Elaelin,Aug 31 2022,going,neutral
46,Elaelin,Aug 31 2022,limited,neutral
46,Elaelin,Aug 31 2022,surviving,neutral
46,Elaelin,Aug 31 2022,solo,neutral
46,Elaelin,Aug 31 2022,landscape,neutral
46,Elaelin,Aug 31 2022,content,neutral
46,Elaelin,Aug 31 2022,n't,neutral
46,Elaelin,Aug 31 2022,even,neutral
46,Elaelin,Aug 31 2022,want,neutral
46,Elaelin,Aug 31 2022,imagine,neutral
46,Elaelin,Aug 31 2022,missions,neutral
46,Elaelin,Aug 31 2022,piercing,neutral
46,Elaelin,Aug 31 2022,cry,neutral
46,Elaelin,Aug 31 2022,nerfed,neutral
46,Elaelin,Aug 31 2022,still,neutral
46,Elaelin,Aug 31 2022,death,neutral
46,Elaelin,Aug 31 2022,rendered,neutral
46,Elaelin,Aug 31 2022,useless,neutral
46,Elaelin,Aug 31 2022,want,neutral
46,Elaelin,Aug 31 2022,get,neutral
46,Elaelin,Aug 31 2022,rid,neutral
46,Elaelin,Aug 31 2022,multiple,neutral
46,Elaelin,Aug 31 2022,buffs,neutral
46,Elaelin,Aug 31 2022,change,neutral
46,Elaelin,Aug 31 2022,short,neutral
46,Elaelin,Aug 31 2022,duration,neutral
46,Elaelin,Aug 31 2022,epic,neutral
46,Elaelin,Aug 31 2022,type,neutral
46,Elaelin,Aug 31 2022,buffs,neutral
46,Elaelin,Aug 31 2022,sort,neutral
46,Elaelin,Aug 31 2022,like,neutral
46,Elaelin,Aug 31 2022,call,neutral
46,Elaelin,Aug 31 2022,greatness,neutral
46,Elaelin,Aug 31 2022,started,neutral
46,Elaelin,Aug 31 2022,good,neutral
46,Elaelin,Aug 31 2022,10-15,neutral
46,Elaelin,Aug 31 2022,seconds,neutral
46,Elaelin,Aug 31 2022,please,neutral
46,Elaelin,Aug 31 2022,n't,neutral
46,Elaelin,Aug 31 2022,make,neutral
46,Elaelin,Aug 31 2022,us,neutral
46,Elaelin,Aug 31 2022,swap,neutral
46,Elaelin,Aug 31 2022,stances,neutral
46,Elaelin,Aug 31 2022,middle,neutral
46,Elaelin,Aug 31 2022,healing,neutral
46,Elaelin,Aug 31 2022,instance,neutral
46,Elaelin,Aug 31 2022,order,neutral
46,Elaelin,Aug 31 2022,buff,neutral
46,Elaelin,Aug 31 2022,use,neutral
46,Elaelin,Aug 31 2022,skills,neutral
46,Elaelin,Aug 31 2022,change,neutral
46,Elaelin,Aug 31 2022,seems,neutral
46,Elaelin,Aug 31 2022,rely,neutral
46,Elaelin,Aug 31 2022,constant,neutral
46,Elaelin,Aug 31 2022,stance,neutral
46,Elaelin,Aug 31 2022,swapping,neutral
46,Elaelin,Aug 31 2022,combat,neutral
46,Elaelin,Aug 31 2022,order,neutral
46,Elaelin,Aug 31 2022,provide,neutral
46,Elaelin,Aug 31 2022,group,neutral
46,Elaelin,Aug 31 2022,benefit,neutral
46,Elaelin,Aug 31 2022,see,neutral
46,Elaelin,Aug 31 2022,sustainable,neutral
46,Elaelin,Aug 31 2022,long,neutral
46,Elaelin,Aug 31 2022,term,neutral
46,Elaelin,Aug 31 2022,wo,neutral
46,Elaelin,Aug 31 2022,n't,neutral
46,Elaelin,Aug 31 2022,useful,neutral
46,Elaelin,Aug 31 2022,solo,neutral
46,Elaelin,Aug 31 2022,mini,neutral
46,Elaelin,Aug 31 2022,landscape,neutral
46,Elaelin,Aug 31 2022,must,neutral
46,Elaelin,Aug 31 2022,combat,neutral
46,Elaelin,Aug 31 2022,first,neutral
46,Elaelin,Aug 31 2022,swap,neutral
46,Elaelin,Aug 31 2022,stances,neutral
46,Elaelin,Aug 31 2022,use,neutral
46,Elaelin,Aug 31 2022,anthem,neutral
46,Elaelin,Aug 31 2022,swap,neutral
46,Elaelin,Aug 31 2022,stances,neutral
46,Elaelin,Aug 31 2022,go,neutral
46,Elaelin,Aug 31 2022,back,neutral
46,Elaelin,Aug 31 2022,combat,neutral
46,Elaelin,Aug 31 2022,mob,neutral
46,Elaelin,Aug 31 2022,alive,neutral
46,Elaelin,Aug 31 2022,long,neutral
46,Elaelin,Aug 31 2022,enough,neutral
46,Elaelin,Aug 31 2022,mini,neutral
46,Elaelin,Aug 31 2022,steps,neutral
46,Elaelin,Aug 31 2022,chances,neutral
46,Elaelin,Aug 31 2022,mini,neutral
46,Elaelin,Aug 31 2022,dead,neutral
46,Elaelin,Aug 31 2022,dead,neutral
46,Elaelin,Aug 31 2022,already,neutral
46,Elaelin,Aug 31 2022,may,neutral
46,Elaelin,Aug 31 2022,helpful,neutral
46,Elaelin,Aug 31 2022,raid,neutral
46,Elaelin,Aug 31 2022,minis,neutral
46,Elaelin,Aug 31 2022,coordinate,neutral
46,Elaelin,Aug 31 2022,use,neutral
46,Elaelin,Aug 31 2022,buff,neutral
46,Elaelin,Aug 31 2022,swap,neutral
46,Elaelin,Aug 31 2022,stances,neutral
46,Elaelin,Aug 31 2022,update,neutral
46,Elaelin,Aug 31 2022,anthem,neutral
46,Elaelin,Aug 31 2022,another,neutral
46,Elaelin,Aug 31 2022,word,neutral
46,Elaelin,Aug 31 2022,long,neutral
46,Elaelin,Aug 31 2022,induction,neutral
46,Elaelin,Aug 31 2022,time,neutral
46,Elaelin,Aug 31 2022,imagine,neutral
46,Elaelin,Aug 31 2022,constant,neutral
46,Elaelin,Aug 31 2022,stance,neutral
46,Elaelin,Aug 31 2022,swapping,neutral
46,Elaelin,Aug 31 2022,cause,neutral
46,Elaelin,Aug 31 2022,current,neutral
46,Elaelin,Aug 31 2022,server,neutral
46,Elaelin,Aug 31 2022,performance,neutral
46,Elaelin,Aug 31 2022,issues,neutral
46,Elaelin,Aug 31 2022,envision,neutral
46,Elaelin,Aug 31 2022,swapping,neutral
46,Elaelin,Aug 31 2022,stances,neutral
46,Elaelin,Aug 31 2022,combat,neutral
46,Elaelin,Aug 31 2022,next,neutral
46,Elaelin,Aug 31 2022,list,neutral
46,Elaelin,Aug 31 2022,change,neutral
46,Elaelin,Aug 31 2022,implemented.If,neutral
46,Elaelin,Aug 31 2022,implementing,neutral
46,Elaelin,Aug 31 2022,changes,neutral
46,Elaelin,Aug 31 2022,yellow,neutral
46,Elaelin,Aug 31 2022,mini,neutral
46,Elaelin,Aug 31 2022,buffs,neutral
46,Elaelin,Aug 31 2022,prior,neutral
46,Elaelin,Aug 31 2022,boss,neutral
46,Elaelin,Aug 31 2022,fight,neutral
46,Elaelin,Aug 31 2022,swapping,neutral
46,Elaelin,Aug 31 2022,back,neutral
46,Elaelin,Aug 31 2022,blue,neutral
46,Elaelin,Aug 31 2022,maybe,neutral
46,Elaelin,Aug 31 2022,fix,neutral
46,Elaelin,Aug 31 2022,rather,neutral
46,Elaelin,Aug 31 2022,kill,neutral
46,Elaelin,Aug 31 2022,yellow,neutral
46,Elaelin,Aug 31 2022,mini,neutral
46,Elaelin,Aug 31 2022,completely,neutral
46,Elaelin,Aug 31 2022,killing,neutral
46,Elaelin,Aug 31 2022,yellow,neutral
46,Elaelin,Aug 31 2022,mini,neutral
46,Elaelin,Aug 31 2022,allowing,neutral
46,Elaelin,Aug 31 2022,blue,neutral
46,Elaelin,Aug 31 2022,line,neutral
46,Elaelin,Aug 31 2022,mini,neutral
46,Elaelin,Aug 31 2022,taste,neutral
46,Elaelin,Aug 31 2022,yellow,neutral
46,Elaelin,Aug 31 2022,buffs,neutral
46,Elaelin,Aug 31 2022,currently,neutral
46,Elaelin,Aug 31 2022,expands,neutral
46,Elaelin,Aug 31 2022,bit,neutral
46,Elaelin,Aug 31 2022,blue,neutral
46,Elaelin,Aug 31 2022,line,neutral
46,Elaelin,Aug 31 2022,mini,neutral
46,Elaelin,Aug 31 2022,hurts,neutral
46,Elaelin,Aug 31 2022,red,neutral
46,Elaelin,Aug 31 2022,line,neutral
46,Elaelin,Aug 31 2022,landscape,neutral
46,Elaelin,Aug 31 2022,mini,neutral
46,Elaelin,Aug 31 2022,DPS,neutral
46,Elaelin,Aug 31 2022,increase,neutral
46,Elaelin,Aug 31 2022,trade,neutral
46,Elaelin,Aug 31 2022,losses,neutral
46,Elaelin,Aug 31 2022,kills,neutral
46,Elaelin,Aug 31 2022,purpose,neutral
46,Elaelin,Aug 31 2022,function,neutral
46,Elaelin,Aug 31 2022,yellow,neutral
46,Elaelin,Aug 31 2022,mini,neutral
47,Soragrim,Aug 31 2022,change,negative
47,Soragrim,Aug 31 2022,induction,negative
47,Soragrim,Aug 31 2022,reduction,negative
47,Soragrim,Aug 31 2022,Anthem,negative
47,Soragrim,Aug 31 2022,Third,negative
47,Soragrim,Aug 31 2022,Age,negative
47,Soragrim,Aug 31 2022,Quick,negative
47,Soragrim,Aug 31 2022,Melody,negative
47,Soragrim,Aug 31 2022,trait,negative
47,Soragrim,Aug 31 2022,Follow,negative
47,Soragrim,Aug 31 2022,buff,negative
47,Soragrim,Aug 31 2022,``,negative
47,Soragrim,Aug 31 2022,-skill,negative
47,Soragrim,Aug 31 2022,induction,negative
47,Soragrim,Aug 31 2022,'',negative
47,Soragrim,Aug 31 2022,``,negative
47,Soragrim,Aug 31 2022,-healing,negative
47,Soragrim,Aug 31 2022,induction,negative
47,Soragrim,Aug 31 2022,'',negative
47,Soragrim,Aug 31 2022,Bolster,negative
47,Soragrim,Aug 31 2022,Courage,negative
47,Soragrim,Aug 31 2022,induction,negative
47,Soragrim,Aug 31 2022,went,negative
47,Soragrim,Aug 31 2022,0.1s,negative
47,Soragrim,Aug 31 2022,0.8s,negative
47,Soragrim,Aug 31 2022,compared,negative
47,Soragrim,Aug 31 2022,live,negative
47,Soragrim,Aug 31 2022,severely,negative
47,Soragrim,Aug 31 2022,hit,negative
47,Soragrim,Aug 31 2022,blue,negative
47,Soragrim,Aug 31 2022,line,negative
47,Soragrim,Aug 31 2022,'s,negative
47,Soragrim,Aug 31 2022,healing,negative
47,Soragrim,Aug 31 2022,output,negative
47,Soragrim,Aug 31 2022,Description,negative
47,Soragrim,Aug 31 2022,induction,negative
47,Soragrim,Aug 31 2022,duration,negative
47,Soragrim,Aug 31 2022,buffs,negative
47,Soragrim,Aug 31 2022,bad,negative
47,Soragrim,Aug 31 2022,throughout,negative
47,Soragrim,Aug 31 2022,game,negative
47,Soragrim,Aug 31 2022,Please,negative
47,Soragrim,Aug 31 2022,decide,negative
47,Soragrim,Aug 31 2022,want,negative
47,Soragrim,Aug 31 2022,make,negative
47,Soragrim,Aug 31 2022,-induction,negative
47,Soragrim,Aug 31 2022,duration,negative
47,Soragrim,Aug 31 2022,buffs,negative
47,Soragrim,Aug 31 2022,additive,negative
47,Soragrim,Aug 31 2022,multiplicative,negative
47,Soragrim,Aug 31 2022,least,negative
47,Soragrim,Aug 31 2022,tell,negative
47,Soragrim,Aug 31 2022,player,negative
47,Soragrim,Aug 31 2022,working,negative
47,Soragrim,Aug 31 2022,95,negative
47,Soragrim,Aug 31 2022,playerbase,negative
47,Soragrim,Aug 31 2022,n't,negative
47,Soragrim,Aug 31 2022,even,negative
47,Soragrim,Aug 31 2022,know,negative
47,Soragrim,Aug 31 2022,difference,negative
47,Soragrim,Aug 31 2022,additive,negative
47,Soragrim,Aug 31 2022,multiplicative,negative
47,Soragrim,Aug 31 2022,induction,negative
47,Soragrim,Aug 31 2022,duration,negative
47,Soragrim,Aug 31 2022,buffs,negative
48,Dervacus,Aug 31 2022,still,neutral
48,Dervacus,Aug 31 2022,utilize,neutral
48,Dervacus,Aug 31 2022,3rd,neutral
48,Dervacus,Aug 31 2022,trait,neutral
48,Dervacus,Aug 31 2022,line,neutral
48,Dervacus,Aug 31 2022,though,neutral
48,Dervacus,Aug 31 2022,Let,neutral
48,Dervacus,Aug 31 2022,'s,neutral
48,Dervacus,Aug 31 2022,say,neutral
48,Dervacus,Aug 31 2022,Yellow,neutral
48,Dervacus,Aug 31 2022,specialization,neutral
48,Dervacus,Aug 31 2022,dipped,neutral
48,Dervacus,Aug 31 2022,Blue,neutral
48,Dervacus,Aug 31 2022,Okay,neutral
48,Dervacus,Aug 31 2022,specialize,neutral
48,Dervacus,Aug 31 2022,Blue,neutral
48,Dervacus,Aug 31 2022,put,neutral
48,Dervacus,Aug 31 2022,points,neutral
